asin,product_title,category,sub_category,date,units_sold,selling_price,unit_cost,fba_fees,revenue,profit_margin_pct,bsr_rank,stock_level
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-02-01,52,1368.63,0.00,114.22,57482.46,,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-02-01,41,616.31,0.00,27.11,20338.34,,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-02-01,2,609.65,0.00,21.92,1219.30,,0,0
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-02-01,4,1164.50,0.00,57.94,3493.50,,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-02-02,4,522.88,0.00,18.96,1568.65,,0,0
B0BKLRNDD2,"NaturaCare Keratin Enriched Onion Hair Conditioner - 110ml with Bhringraj Extracts,Onion Extracts,Olive oil,Rice water ||Revitalize Dull Hair for Silky, Smooth Locks||",Hair Shampoos,Conditioners,2026-02-02,1,409.63,0.00,17.25,409.63,,0,0
B0BKZW578S,NaturaCare Natural Red Sandal Shine & Glow Face Pack-50g Natural & Pure Formula|,skin glow and tan,Face Pack,2026-02-02,1,404.15,0.00,9.70,404.15,,0,0
B0BL44DWR8,"NaturaCare Keratin Enriched Onion Shampoo-200ml with Aloe Vera, Coconut Oil, Bhringraj Extracts ||Strengthen & Restore Hair with Nourishing Ingredients||",Hair Shampoos,Onion Shampoos,2026-02-02,2,513.75,0.00,43.17,1027.50,,0,0
B0BL73PT5W,"NaturaCare Natural Anti-Acne Face Wash-100ml with Thulasi Extract, Sandal Oil, Neem Extract, Coco Glucoside ||Cleanses & Exfoliates for Clear & Refreshed Skin - All Skin Types ||",Face Wash,Anti-Acne Face Wash,2026-02-02,2,404.15,0.00,8.62,808.30,,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-02-02,10,267.15,0.00,8.29,2137.20,,0,0
B0BM4LM6YY,"ntcrni  Natural Litchi juicy lip balm - 20g, Litchi Juicy Lip Balm || Infused with Real Fruit Extract for Nourishing Hydration",Lip Care,Litchi Juicy Lip Balm,2026-02-02,1,363.05,0.00,7.27,363.05,,0,0
B0BNBG9QDL,NaturaCare Natural Saffron Goat Milk Soap -100g ||Pure Luxury : Nourish Your Skin with Saffron-Infused Goat Milk Soap||,Goat Milk Soap,Saffron Goat Milk Soap,2026-02-02,1,215.09,0.00,8.85,215.09,,0,0
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-02-02,1,239.75,0.00,9.70,239.75,,0,0
B0BT7ZVJ91,"NaturaCare Natural Green Apple Foaming Face Wash -150ml with Aqua, CAPB, green apple ext, neem ext, SLES, Aloe vera ext, Tulsi ext, Almond ext, Saffron ext, Tea tree ext ||Refresh and Nourish Your Skin with Natural - Gentle Daily Cleansing for All Skin Types||",Face Wash,Green Apple Foaming Face,2026-02-02,1,479.50,0.00,17.78,479.50,,0,0
B0BTPLBWBQ,NaturaCare Natural Saffron Moisturizing Cream All Natural Nourishment|-50g,skin glow and tan,Moisturizers,2026-02-02,2,479.50,0.00,12.22,959.00,,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-02-02,77,695.87,0.00,45.76,43840.00,,0,0
B0CKBKJC3D,"NaturaCare NAturals Goat Milk Shampoo | Nourishing & Moisturizing Shampoo for Soft, Shiny Hair | Enriched with Natural Proteins & Vitamins | Suitable for All Hair Types""",Hair Shampoos,Goat Milk Shampoo,2026-02-02,2,472.65,0.00,21.02,945.30,,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-02-02,12,375.93,0.00,8.11,3759.28,,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-02-02,16,609.65,0.00,22.19,7925.45,,0,0
B0CVRXMYB6,"NaturaCare Naturals Rosemary Biotin Hair Growth Serum| | Stimulates Hair Growth & Strengthens Hair | Reduces Hair Fall & Promotes Scalp Health | Natural & Nourishing Formula""",Hair Care,Rosemary Biotin Hair Growth Serum,2026-02-02,1,820.63,0.00,54.96,820.63,,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-02-02,32,477.47,0.00,14.10,12414.26,,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-02-02,12,542.52,0.00,15.32,5425.20,,0,0
B0DSJJXMSR,NATURACARE NATURALS DeTan Serum| Brightening & Tan Removal Serum with Natural Extracts | Reduces Dark Spots & Uneven Skin Tone | Lightweight & Non-Greasy Formula,skin glow and tan,Detan Serum,2026-02-02,1,642.53,0.00,17.78,642.53,,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-02-02,2,615.13,0.00,22.54,1230.26,,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-02-02,5,527.45,0.00,14.74,2109.80,,0,0
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-02-02,1,363.05,68.50,6.34,363.05,,0,0
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-02-02,2,404.15,0.00,10.28,808.30,,0,0
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-02-02,65,1368.63,0.00,114.22,72537.39,,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-02-02,27,616.50,0.00,27.11,13563.00,,0,0
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-02-02,1,1096.00,0.00,61.17,1096.00,,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-02-02,6,609.65,0.00,21.92,3048.25,,0,0
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-02-02,7,1164.50,0.00,57.94,6987.00,,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-02-03,1,541.15,0.00,18.96,541.15,,0,0
B0BJ112C43,"NaturaCare Silk & Smooth Hair Conditioning Shampoo-200ml ||Nourish and Rejuvenate with Natural Silk & Smooth Hair Conditioning Shampoo - Soft, Shiny, and Healthy Hair Guaranteed||",Hair Shampoos,Conditioning Shampoo,2026-02-03,1,609.65,0.00,19.28,609.65,,0,0
B0BJ13ZN6B,NaturaCare Biotin enriched onion hair oil-200ml || Revitalize & Strengthen Your Hair 100% Natural Solution Healthy Hair Growth and Strength - Infused with Coconut Oil and Castor Oil for Nourishment and Shine ||,Hair Care,Biotin Enriched Onion Hair Oil,2026-02-03,2,678.15,0.00,93.64,1356.30,,0,0
B0BK514DD7,"NaturaCare Naturals Red Sandal skin flow Gel-50g Formulated with Aloe Vera, Red sandal, Jojoba oil, Vitamin E and Vitamin B3 || Revitalize Your Skin - A Gentle and Nourishing Face Care Solution||",Face care,Skin Flow Gel,2026-02-03,1,472.65,0.00,21.67,472.65,,0,0
B0BKLQHQ8B,"NaturaCare Black Spot Cream-30g || A revolutionary product that can remove Black Spots, stretch marks, and scars on your face and leaving your skin smooth and pure ||",Face care,Face Creams,2026-02-03,1,616.50,0.00,12.70,616.50,,0,0
B0BL44DWR8,"NaturaCare Keratin Enriched Onion Shampoo-200ml with Aloe Vera, Coconut Oil, Bhringraj Extracts ||Strengthen & Restore Hair with Nourishing Ingredients||",Hair Shampoos,Onion Shampoos,2026-02-03,2,513.75,0.00,43.17,1027.50,,0,0
B0BL7BS81Z,"NaturaCare Natural Rose + Geranium Glow Gel For Dusky Skin-Improve a dull complexion to a brighter tone, which is super beneficial for dusky tone skin50g",skin glow and tan,Glow Gel,2026-02-03,1,479.50,0.00,17.78,479.50,,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-02-03,6,267.15,0.00,8.29,1335.75,,0,0
B0BM4FC2DV,"NaturaCare Strawberry lip balm- 6g, Strawberry Lip Balm - Hydrates & Repairs Dry Lips with Key Ingredients",Lip Care,Strawberry Lip Balm,2026-02-03,1,267.15,0.00,7.27,267.15,,0,0
B0BNBG9QDL,NaturaCare Natural Saffron Goat Milk Soap -100g ||Pure Luxury : Nourish Your Skin with Saffron-Infused Goat Milk Soap||,Goat Milk Soap,Saffron Goat Milk Soap,2026-02-03,1,239.75,0.00,8.85,239.75,,0,0
B0BT7ZQ82C,NaturaCare Natural Vitamin C Foaming Face Wash Revitalize Your Skin with Antioxidant-Rich Formula|150ml,Face Wash,Vitamin C Foaming Face,2026-02-03,2,455.53,0.00,11.85,911.05,,0,0
B0BTLXHXT8,NaturaCare Naturals Goat Milk Redwine Soap Bar-100g ||Pamper Your Skin with Antioxidant Rich Cleansing||,Goat Milk Soap,Goat Milk Redwine,2026-02-03,5,239.75,0.00,9.70,959.00,,0,0
B0BTPLBWBQ,NaturaCare Natural Saffron Moisturizing Cream All Natural Nourishment|-50g,skin glow and tan,Moisturizers,2026-02-03,1,479.50,0.00,12.22,479.50,,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-02-03,52,706.20,0.00,45.76,29660.50,,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-02-03,10,383.60,0.00,8.11,3068.80,,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-02-03,12,597.32,0.00,22.19,5973.20,,0,0
B0CV17GF6N,NaturaCare Naturals Vitamin C day cream | SPF 30 | Suitable for All Skin Types,Face care,Face Creams,2026-02-03,1,479.50,0.00,17.78,479.50,,0,0
B0CV191CD6,"NaturaCare Naturals Vitamin C Glow Serum|| Softening, Hydrating, Brightens & Evens Skin Tone |",Hair Care,Vitamin C Glow Serum,2026-02-03,4,685.00,0.00,21.74,2055.00,,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-02-03,37,465.12,0.00,14.10,13953.45,,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-02-03,22,541.91,0.00,15.32,9754.40,,0,0
B0DSJP1TZ8,"NaturaCare All NATURALS Milky Glow Niacinamide Sunscreen Drops SPF 50 | Lightweight, Hydrating, & Non-Greasy | Broad-Spectrum UVA/UV",skin glow and tan,Sunscreen Drops,2026-02-03,2,683.63,0.00,22.50,1367.26,,0,0
B0DSL91D8Z,"NATURACARE NATURALS Under Eye Roll Cooling Under Eye Roll-On | Reduces Puffiness, Dark Circles & Fine Lines|Portable & Convenient|15ml pack",Face care,Under Eye Roll,2026-02-03,1,546.63,0.00,11.85,546.63,,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-02-03,2,615.13,0.00,22.54,1230.26,,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-02-03,2,538.44,0.00,14.74,1076.89,,0,0
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-02-03,1,404.15,0.00,10.28,404.15,,0,0
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-02-03,65,1368.37,0.00,114.22,72523.70,,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-02-03,16,616.50,0.00,27.11,8014.50,,0,0
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-02-03,2,1096.00,0.00,61.17,2192.00,,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-02-03,4,609.65,0.00,21.92,1828.95,,0,0
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-02-03,10,1164.50,0.00,57.94,9316.00,,0,0
B09L1QFQV1,NaturaCare Naturals Almond Scrub 40 g | Almond Face Scrub – Exfoliating & Nourishing – Natural Glow,skin glow and tan,Facial Scrubs & Polishes,2026-02-04,2,335.65,0.00,9.17,671.30,,0,0
B09L4ZTM2V,NaturaCare Natural Pimple Face Gel-50 G || Natural Pimple Gel with neem and turmeric - Convenient & Effective Solution for Clear Skin ||,Face gel,Pimple Face Gel,2026-02-04,2,404.15,0.00,3.88,808.30,,0,0
B0BKLQHQ8B,"NaturaCare Black Spot Cream-30g || A revolutionary product that can remove Black Spots, stretch marks, and scars on your face and leaving your skin smooth and pure ||",Face care,Face Creams,2026-02-04,1,616.50,0.00,12.70,616.50,,0,0
B0BL44DWR8,"NaturaCare Keratin Enriched Onion Shampoo-200ml with Aloe Vera, Coconut Oil, Bhringraj Extracts ||Strengthen & Restore Hair with Nourishing Ingredients||",Hair Shampoos,Onion Shampoos,2026-02-04,1,513.75,0.00,43.17,513.75,,0,0
B0BL7BS81Z,"NaturaCare Natural Rose + Geranium Glow Gel For Dusky Skin-Improve a dull complexion to a brighter tone, which is super beneficial for dusky tone skin50g",skin glow and tan,Glow Gel,2026-02-04,2,479.50,0.00,17.78,959.00,,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-02-04,1,267.15,0.00,8.29,267.15,,0,0
B0BNBLMNDJ,"NaturaCare Rice Goat Milk Soap-100g Extra virgin olive oil, Farm fresh goat milk, Coconut oil ||100% Natural Ingredients for Radiant Skin ||",Goat Milk Soap,Goat Milk Soap,2026-02-04,1,239.75,0.00,9.70,239.75,,0,0
B0BT7WG7WP,"NaturaCare Natural Sunscreen Spf 50-50G With Aqua, Avocado Oil, Glycerin, Triethanolamine, Edta, Cetyl, Titanium Dioxide, Zinc Oxide|Maximum Protection With Natural Ingredients|For All Skin Types",Body Lotion,Sunscreen Spf 50,2026-02-04,1,546.63,0.00,17.97,546.63,,0,0
B0BTPK5L8Q,"NaturaCare Natural Anti Dandruff Kit (Dandruff mask & Dandruff Shampoo) -150g With Kadukkai (Ink Nut), Awarampoo (Avaram Senna), Farm fresh Goat milk, Shea butter, Coco butter, Castor oil, Coconut oil, Olive Oil, Coco powder to help remove Malassezia || The bacteria that causes dandruff for Healthy Scalp & Hair ||",Hair Combo,Hair Kit,2026-02-04,1,883.65,0.00,71.65,883.65,,0,0
B0CJMF3TPN,NaturaCare Naturals Slim & Strength Weight Loss Powder 500g | Natural Weight Management & Energy Boost Formula | Supports Metabolism & Enhances Muscle Tone | Sugar-Free & Plant-Based,Weight Management,Weight Loss,2026-02-04,49,703.84,0.00,45.76,28153.50,,0,0
B0CTDZ8GQH,"NaturaCare Naturals Hibiscus Shampoo - 200 ml with Hibiscus, Lavender buds, Neem leaves || Shampoo - Nourish and Strengthen Hair ||",Hair Shampoos,Hisbiscus Shampoos,2026-02-04,10,378.81,0.00,8.11,3030.44,,0,0
B0CV14GGRY,"NaturaCare Nalangu maavu|| Traditional Herbal Powder|| Gives shine & Glow | Natural Skin Care & Cleansing Powder | Brightens, Exfoliates & Nourishes Skin | Ayurvedic Beauty Ritual""",Body care,Nalangu Mavvu,2026-02-04,12,609.65,0.00,22.19,6096.50,,0,0
B0CV1638G6,NaturaCare Naturals Vitamin C + E face wash | Suitable for All Skin Types,Face Wash,Vitamin C +Face Wash,2026-02-04,2,455.53,0.00,11.85,911.05,,0,0
B0CVRXMYB6,"NaturaCare Naturals Rosemary Biotin Hair Growth Serum| | Stimulates Hair Growth & Strengthens Hair | Reduces Hair Fall & Promotes Scalp Health | Natural & Nourishing Formula""",Hair Care,Rosemary Biotin Hair Growth Serum,2026-02-04,1,820.63,0.00,54.96,820.63,,0,0
B0DHH75TQ4,"NaturaCare Naturals Natural Henna Hair Dye, No Ammonia, For All Hair Types | Hair Color | Rich, Long-Lasting Color & Shine | Safe for All Hair Types | Vegan & Cruelty-Free""",Hair Care,Henna Hair Dye,2026-02-04,38,474.86,0.00,14.10,14720.65,,0,0
B0DR346PWR,"NATURACARE NATURALS 32 Herbs Hair growth Oil | Natural Oil Blend for Stronger, Thicker Hair | Promotes Hair Growth & Reduces Hair Fall | Enriched with Ayurvedic Herbs""",Hair Care,32 Herbs Hair Growth Oil,2026-02-04,9,548.00,0.00,15.32,3836.00,,0,0
B0DSJQKV8T,"NATURACARE NATURALS Kids Sunscreen Lotion SPF 30 + | Gentle & Water-Resistant Sun Protection for Sensitive Skin | Broad Spectrum UVA/UVB Protection | Hypoallergenic & Dermatologist-Tested""",Baby care,Kids Suncream Lotion,2026-02-04,1,683.63,0.00,5.93,683.63,,0,0
B0DSL91D8Z,"NATURACARE NATURALS Under Eye Roll Cooling Under Eye Roll-On | Reduces Puffiness, Dark Circles & Fine Lines|Portable & Convenient|15ml pack",Face care,Under Eye Roll,2026-02-04,1,546.63,0.00,11.85,546.63,,0,0
B0DZTKSRX7,"NaturaCare ABC Malt Health Drink Powder – Apple, Beetroot & Carrot Blend | Immunity Booster & Natural Energy | Antioxidant-Rich Daily Nutrition | 200 g",Milk Mixtures,Abc Malt,2026-02-04,6,615.13,0.00,22.54,3075.65,,0,0
B0F6K4ZJX4,"NaturaCare Natural Saffron Night Gel -100g || Revitalize Your Skin with Our Saffron Infused Night Gel- Experience Radiant, Youthful Results |Lightweight Overnight Repair",Face gel,Saffron Night Gel,2026-02-04,7,532.02,0.00,14.74,3192.10,,0,0
B0F6MZ1NRQ,"NaturaCare Anti-Dandruff Shampoo, 100m| Effective Scalp Treatment | Controls Flakes & Itch| Nourishing Formula for Healthy Hair",Hair Shampoos,Anti Dandruff Shampoo,2026-02-04,4,390.45,68.50,6.34,1171.35,,0,0
B0F6N5XPBS,"NaturaCare Naturals Premium Herbal Shampoo | Volumizing, Nourishing & Anti Hair Fall | Paraben & Sulphate Free for All Hair Types | Natural Growth & Scalp Strength | 200 ml",Hair Shampoos,Herbal Shampoo,2026-02-04,2,383.60,0.00,10.28,767.20,,0,0
B0FYQBV8T2,"NaturaCare Naturals Slim & Strength Multi Grain Health Mix Powder 1 kg | Sprouted Millets, Pulses & Seeds Blend | Plant-Based Traditional Nutrition Mix",Weight Management,Weight Loss,2026-02-04,52,1368.63,0.00,114.22,57482.46,,0,0
B0G4368ZFX,"NaturaCare Naturals 500gm Natural Mass Powder for Weight Gain – 1,200+ Calories, Fast Muscle Growth Supplement, High-Calorie Formula for Men & Women",Weight Management,Weight Gain,2026-02-04,28,615.96,0.00,27.11,14167.17,,0,0
B0G44HZFHD,"NaturaCare Naturals Advanced Hair Growth Serum 30 ml with Redensyl 3%, Anagain 4%, Baicapil 2% & Caffeine – Plant Based Serum to Stimulate Hair Regrowth, Support Hair Density & Scalp Care for Men & Women",Hair Care,Redensyl Hair Growth Serum,2026-02-04,1,1096.00,0.00,61.17,1096.00,,0,0
B0G94NLS8S,"NaturaCare Naturals Biotin Hair Gummies | Supports Hair Growth & Hair Fall Control | With Zinc, Vitamins & Prebiotics | No Added Sugar | 30 Gummies",Hair Care,Biotin Hair Gummies,2026-02-04,5,609.65,0.00,21.92,2438.60,,0,0
B0GDTHS9ST,"NaturaCare Naturals 1kg Natural Mass Gainer Powder – 1,200+ Calories per Serving, Supports Muscle Gain, High-Calorie Nutrition Supplement for Men & Women",Weight Management,Weight Gain,2026-02-04,5,1164.50,0.00,57.94,4658.00,,0,0
B09L1QFQV1,NaturaCare Naturals Almond Scrub 40 g | Almond Face Scrub – Exfoliating & Nourishing – Natural Glow,skin glow and tan,Facial Scrubs & Polishes,2026-02-05,1,335.65,0.00,9.17,335.65,,0,0
B09RSGYCC2,"NaturaCare Naturals Forehead Gel, 50gm | Soothing & Hydrating Gel for Smooth Skin | Reduces Fine Lines & Wrinkles | Anti-Aging Formula| Refreshing & Non-Greasy| Suitable for All Skin Types|",Hair Care,Forehead Gel,2026-02-05,1,541.15,0.00,18.96,541.15,,0,0
B0BJ112C43,"NaturaCare Silk & Smooth Hair Conditioning Shampoo-200ml ||Nourish and Rejuvenate with Natural Silk & Smooth Hair Conditioning Shampoo - Soft, Shiny, and Healthy Hair Guaranteed||",Hair Shampoos,Conditioning Shampoo,2026-02-05,2,609.65,0.00,0.00,1219.30,100.00,0,0
B0BK4XF3VH,"NaturaCare Red Sandal Glowing Scrub-50g with Red Sandal,Jojoba Oil,Olive Oil || Red sandal scrub can brighten your skin by removing blemishes and dark spots ||",skin glow and tan,Red Sandal Glowing Scrub,2026-02-05,1,472.65,0.00,0.00,472.65,100.00,0,0
B0BK5186GV,NaturaCare Coffee Face Wash Radiant Complexion Coffee Face Wash with Organic Extract & Nourishing Ingredients100ml,Face Wash,Coffeeface Wash,2026-02-05,2,404.15,0.00,0.00,808.30,100.00,0,0
B0BKLQHQ8B,"NaturaCare Black Spot Cream-30g || A revolutionary product that can remove Black Spots, stretch marks, and scars on your face and leaving your skin smooth and pure ||",Face care,Face Creams,2026-02-05,1,616.50,0.00,0.00,616.50,100.00,0,0
B0BL73PT5W,"NaturaCare Natural Anti-Acne Face Wash-100ml with Thulasi Extract, Sandal Oil, Neem Extract, Coco Glucoside ||Cleanses & Exfoliates for Clear & Refreshed Skin - All Skin Types ||",Face Wash,Anti-Acne Face Wash,2026-02-05,1,404.15,0.00,0.00,404.15,100.00,0,0
B0BM48KNBN,"NaturaCare Natural Beetroot lip balm-6g ||Organic- Natural, Safe & Hydrating for All Skin Types, Perfect for Dry, Chapped Lips",Lip Care,Beetroot Lip Balm,2026-02-05,2,267.15,0.00,0.00,534.30,100.00,0,0
B0BN98K2RV,"NaturaCare Natural Goat Milk Charcoal Soap-100 g with Goat Milk, Coconut Oil, Castor Oil, Charcoal Extracts || All-Natural Cleansing Bar for Soft, Smooth Skin||",Goat Milk Soap,Goat Milk Charcoal Soap,2026-02-05,1,239.75,0.00,0.00,239.75,100.00,0,0
B0BT7RLV9R,"NaturaCare Natural Baby Lotion-100g with Aqua, Cocoa Butter, Shea butter, Almond Oil, Coconut Oil, Avocado oil, Aloe vera extract, Papaya Extract ||Gentle and Nourishing for Delicate Skin||",Baby care,Baby Lotions,2026-02-05,1,479.50,0.00,0.00,479.50,100.00,0,0
B0BTLXHXT8,NaturaCare Naturals Goat Milk Redwine Soap Bar-100g ||Pamper Your Skin with Antioxidant Rich Cleansing||,Goat Milk Soap,Goat Milk Redwine,2026-02-05,1,239.75,0.00,0.00,239.75,100.00,0,0
B0BTNYQ3JG,NaturaCare Natural Baby Almond Soap-100g ||Organic Baby Almond Soap - Gentle and Nourishing Soap for Sensitive Skin||,Baby care,Baby Soaps,2026-02-05,1,239.75,0.00,0.00,239.75,100.00,0,0
