asin,keyword,match_type,date,impressions,clicks,cpc,ad_spend,attributed_sales,attributed_units,acos
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-21,33,1,19.04,22.17,0.00,0,0.00
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,292,35,15.10,431.85,516.65,1,83.59
54-N90S-Z2EK,nalangu maavu,BROAD,2026-01-21,844,55,14.58,656.11,2066.62,5,31.75
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1131,14,7.54,87.55,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-01-21,1030,9,11.25,83.80,859.15,2,9.75
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-01-21,40,1,14.85,8.14,0.00,0,0.00
6A-X1F7-F5Q6,naturacare saffron night gel,PHRASE,2026-01-21,2,2,3.62,7.23,0.00,0,0.00
6A-X1F7-F5Q6,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,1,9.51,9.51,0.00,0,0.00
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-01-21,23,4,20.49,61.46,0.00,0,0.00
6A-X1F7-F5Q6,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4,4,11.41,34.24,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-01-21,520,6,10.26,47.76,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-01-21,20,0,13.54,4.64,0.00,0,0.00
abcmalt-200g,abc malt powder,EXACT,2026-01-21,782,17,16.20,226.82,585.84,1,38.72
abcmalt-200g,abc malt powder,PHRASE,2026-01-21,597,21,12.94,219.90,1171.68,2,18.77
abcmalt-200g,abc milk mix powder,PHRASE,2026-01-21,215,1,18.84,18.84,0.00,0,0.00
abcmalt-200g,abc mix powder,EXACT,2026-01-21,1075,1,28.06,28.06,0.00,0,0.00
abcmalt-200g,abc mix powder,PHRASE,2026-01-21,781,5,20.95,83.80,0.00,0,0.00
abcmalt-200g,abc powder,EXACT,2026-01-21,225,1,30.32,30.32,0.00,0,0.00
abcmalt-200g,abc powder for drinking,EXACT,2026-01-21,279,1,29.81,29.81,0.00,0,0.00
abcmalt-200g,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,337,2,13.54,27.07,0.00,0,0.00
abcmalt-200g,naturacare abc malt powder,EXACT,2026-01-21,12,2,9.64,19.28,0.00,0,0.00
abcmalt-200g,naturacare naturals,PHRASE,2026-01-21,697,8,20.30,132.39,0.00,0,0.00
abcmalt-200g,naturacare naturals,BROAD,2026-01-21,27,1,26.81,12.86,0.00,0,0.00
abcmalt-200g,naturacare naturals abc malt,EXACT,2026-01-21,707,2,28.13,56.25,0.00,0,0.00
AE-3VXL-VU22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4,1,14.90,13.41,0.00,0,0.00
AE-3VXL-VU22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,8,3,15.05,31.59,0.00,0,0.00
B0-BVJJ-KPBN,ayurvedic shampoo,PHRASE,2026-01-21,603,1,32.54,32.54,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-01-21,16,0,20.07,6.87,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-01-21,401,6,15.20,70.78,345.76,1,20.47
B0-BVJJ-KPBN,shampoo,PHRASE,2026-01-21,4,2,19.06,38.13,0.00,0,0.00
CA-AE0J-5F22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,0,12.27,3.68,0.00,0,0.00
CA-AE0J-5F22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,2,1,12.39,8.68,0.00,0,0.00
CJ-HXDG-X2A4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,7,2,15.51,27.91,0.00,0,0.00
CJ-HXDG-X2A4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,13,5,15.66,65.77,0.00,0,0.00
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,48,0,25.18,5.36,0.00,0,0.00
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-21,925,11,14.00,130.43,1059.45,2,12.31
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-21,36,1,18.49,12.67,0.00,0,0.00
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,107,4,15.04,51.21,906.83,2,5.65
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,415,2,7.51,10.38,0.00,0,0.00
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,10,1,5.71,3.43,0.00,0,0.00
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,14,1,5.10,3.83,0.00,0,0.00
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,3,1,6.84,4.10,0.00,0,0.00
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,57,1,6.74,7.08,0.00,0,0.00
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4841,36,23.62,685.03,913.35,2,75.00
HD001,henna hair dye,BROAD,2026-01-21,21,7,14.90,89.38,456.68,1,19.57
HD001,naturacare hair,PHRASE,2026-01-21,113,9,11.76,82.34,456.68,1,18.03
HD001,naturacare natural hair dye black,EXACT,2026-01-21,5,1,5.44,5.44,0.00,0,0.00
HD001,naturacare naturals,PHRASE,2026-01-21,258,1,3.89,3.62,0.00,0,0.00
HD001,naturacare naturals,BROAD,2026-01-21,10,0,5.13,0.35,0.00,0,0.00
HD001,naturacare naturals hair dye,EXACT,2026-01-21,267,63,9.96,508.01,2689.80,7,18.89
HD001,laxmi  natural hair dye,EXACT,2026-01-21,9,4,6.96,20.89,0.00,0,0.00
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,7,4,12.14,36.41,0.00,0,0.00
HD001,natural hair colouring,BROAD,2026-01-21,1,1,24.66,24.66,456.68,1,5.40
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,1,11.40,11.40,0.00,0,0.00
LH-QRXG-BC86,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,21,1,11.03,6.02,0.00,0,0.00
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,16,0,20.43,3.72,0.00,0,0.00
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,3,2,18.17,23.12,0.00,0,0.00
LKN-AS-02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,0,0,1.05,0.35,0.00,0,0.00
LKN-AS-02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,13,2,4.95,6.60,0.00,0,0.00
LKN-AS-02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,9,0,2.17,0.72,0.00,0,0.00
LKN-Gummies01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,44,1,21.32,21.32,580.62,1,3.67
LKN-Gummies01,gummy hair growth,EXACT,2026-01-21,936,1,42.22,42.22,0.00,0,0.00
LKN-Gummies01,naturacare gummies,EXACT,2026-01-21,2,1,6.06,6.06,0.00,0,0.00
LKN-Gummies01,naturacare naturals gummies,PHRASE,2026-01-21,71,1,12.06,12.06,0.00,0,0.00
LKN-Gummies01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,2141,1,35.72,35.72,0.00,0,0.00
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1839,30,28.29,679.05,2986.60,5,22.74
LKN-HGOIL-200ML,ayurvedic oil,BROAD,2026-01-21,1,1,28.93,28.93,0.00,0,0.00
LKN-HGOIL-200ML, shampoo,PHRASE,2026-01-21,7,1,12.93,12.93,0.00,0,0.00
LKN-HGOIL-200ML,naturacare hair oil,BROAD,2026-01-21,112,20,6.17,98.78,3079.27,5,3.21
LKN-HGOIL-200ML,naturacare naturals,PHRASE,2026-01-21,427,7,17.75,99.23,1403.89,4,7.07
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-21,17,1,23.45,9.64,0.00,0,0.00
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-01-21,2,1,1.78,1.78,521.92,1,0.34
LKN-HGOIL-200ML,natural hair oil,BROAD,2026-01-21,183,2,15.69,31.39,0.00,0,0.00
LKN-Redensyl serum,naturacare naturals hair serum,EXACT,2026-01-21,4,1,13.07,13.07,0.00,0,0.00
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-21,2,1,10.52,10.52,0.00,0,0.00
LKN-UNROLLON-15ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,1,13.79,12.54,0.00,0,0.00
LKN-UNROLLON-15ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,14,5,13.94,57.03,0.00,0,0.00
LKN-Weight-GAIN01,ayurvedic weight gainer,EXACT,2026-01-21,1,1,36.36,36.36,0.00,0,0.00
LKN-Weight-GAIN01,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-21,7,0,15.73,3.93,0.00,0,0.00
LKN-Weight-GAIN01,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-21,87,1,18.54,12.74,0.00,0,0.00
LKN-Weight-GAIN01,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-21,1,0,9.15,0.57,0.00,0,0.00
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,742,7,20.09,106.78,587.15,1,18.19
LKN-Weight-GAIN01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,241,0,43.57,14.94,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-21,14,0,5.58,1.15,0.00,0,0.00
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-21,348,3,4.22,11.80,587.15,1,2.01
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-21,69,16,7.12,92.60,1761.45,4,5.26
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-21,23,7,3.20,19.22,1174.31,2,1.64
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,7,0,29.59,5.07,0.00,0,0.00
LKN-Weight-GAIN01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,0,2.75,0.47,0.00,0,0.00
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-21,16,5,26.90,107.61,0.00,0,0.00
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-21,1123,17,23.05,322.72,587.15,1,54.96
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-21,244,4,30.59,91.76,587.15,1,15.63
LKN-Weight-GAIN02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-21,13,0,1.62,0.41,0.00,0,0.00
LKN-Weight-GAIN02,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-21,145,1,1.91,1.32,423.45,1,0.31
LKN-Weight-GAIN02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-21,2,0,0.94,0.06,685.59,1,0.01
LKN-Weight-GAIN02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,910,32,11.56,296.91,3327.13,4,8.92
LKN-Weight-GAIN02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,296,2,25.06,41.53,0.00,0,0.00
LKN-Weight-GAIN02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,8,1,17.03,14.11,0.00,0,0.00
LKN-Weight-GAIN02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,1,1.58,1.31,0.00,0,0.00
MC-Q0EB-BKWT,naturacare face wash,BROAD,2026-01-21,9,1,7.04,7.04,0.00,0,0.00
NC-W1A4-6XI4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,28,4,13.50,43.20,0.00,0,0.00
NC-W1A4-6XI4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,1,1.95,1.56,450.15,1,0.35
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-21,453,6,13.74,63.99,489.28,1,13.08
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-21,18,0,18.14,6.21,0.00,0,0.00
RO-FFS5-LXSP,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,2,0,6.87,1.25,0.00,0,0.00
RO-FFS5-LXSP,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,26,1,6.95,5.68,0.00,0,0.00
Slim01,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-21,43,5,16.85,67.42,0.00,0,0.00
Slim01,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-21,494,14,19.87,218.55,261.55,1,83.56
Slim01,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-21,5,1,9.81,9.81,423.45,1,2.32
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4574,246,14.48,2895.36,17162.84,30,16.87
Slim01,herbal weight loss products,BROAD,2026-01-21,7,2,14.15,28.29,1370.00,1,2.07
Slim01,naturacare naturals,PHRASE,2026-01-21,97,1,6.72,6.26,0.00,0,0.00
Slim01,naturacare naturals,BROAD,2026-01-21,4,0,8.87,0.61,0.00,0,0.00
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-21,397,2,34.44,61.22,0.00,0,0.00
Slim01,naturacare weight loss powder,BROAD,2026-01-21,201,6,21.51,112.36,0.00,0,0.00
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,15,1,1.78,1.78,0.00,0,0.00
Slim01,natural weight loss powder,PHRASE,2026-01-21,40,5,33.88,127.04,0.00,0,0.00
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,386,2,9.53,19.06,0.00,0,0.00
Slim01,weight loss powder,BROAD,2026-01-21,1,1,32.53,24.40,0.00,0,0.00
Slim01,weight loss powder,PHRASE,2026-01-21,2,2,30.92,46.38,0.00,0,0.00
Slim02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-21,37,4,16.88,59.07,0.00,0,0.00
Slim02,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-21,430,12,19.89,191.48,0.00,0,0.00
Slim02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-21,5,1,9.82,8.59,0.00,0,0.00
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,8528,252,20.67,4236.77,34432.53,34,12.30
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,209,4,35.60,106.79,0.00,0,0.00
Slim02,naturacare naturals,BROAD,2026-01-21,4,0,8.44,0.58,0.00,0,0.00
Slim02,naturacare naturals,PHRASE,2026-01-21,93,1,6.39,5.96,0.00,0,0.00
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-21,531,8,19.98,124.33,0.00,0,0.00
Slim02,naturacare weight loss powder,BROAD,2026-01-21,68,1,6.37,4.96,0.00,0,0.00
Slim02,natural weight loss powder,PHRASE,2026-01-21,41,2,32.69,40.87,0.00,0,0.00
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,7911,114,29.15,2711.22,0.00,0,0.00
Slim02,weight loss powder,BROAD,2026-01-21,1,0,31.40,7.85,0.00,0,0.00
Slim02,weight loss powder,PHRASE,2026-01-21,2,1,29.84,14.92,0.00,0,0.00
sunscreendrops50ml,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,34,2,11.58,22.11,0.00,0,0.00
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,25,1,21.45,13.65,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-21,16,0,33.30,9.12,0.00,0,0.00
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-21,424,5,25.22,93.97,685.00,1,13.72
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,5,5,19.07,84.96,1572.21,2,5.40
VQ-FBCU-5XWU,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,2,1,11.15,10.13,0.00,0,0.00
VQ-FBCU-5XWU,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,34,5,11.27,46.10,0.00,0,0.00
WT-U58E-RPQB,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4,1,7.62,6.10,0.00,0,0.00
WT-U58E-RPQB,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,0,0,1.10,0.22,0.00,0,0.00
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,6,1,11.27,9.01,0.00,0,0.00
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,9,1,10.06,10.06,458.59,1,2.19
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,2,1,13.48,10.79,0.00,0,0.00
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,35,2,13.29,18.61,0.00,0,0.00
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,15,1,9.06,10.88,0.00,0,0.00
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,21,2,8.09,12.14,0.00,0,0.00
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4,1,10.85,13.02,0.00,0,0.00
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,85,3,10.69,22.46,0.00,0,0.00
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,10,0,2.53,0.51,0.00,0,0.00
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,14,0,2.26,0.57,0.00,0,0.00
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,3,0,3.03,0.61,0.00,0,0.00
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,58,0,2.99,1.05,0.00,0,0.00
07-IRQL-T5BS,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,18,1,14.38,10.79,0.00,0,0.00
07-IRQL-T5BS,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,25.90,6.48,0.00,0,0.00
09-NY8V-51DZ,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,9,2,12.24,21.76,0.00,0,0.00
09-NY8V-51DZ,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,9,1,13.56,12.05,0.00,0,0.00
09-NY8V-51DZ,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,5,1,11.36,10.10,0.00,0,0.00
09-NY8V-51DZ,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,1,16.16,7.18,0.00,0,0.00
2V-LWYR-38TF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,5.82,2.33,0.00,0,0.00
2V-LWYR-38TF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,4,1,12.01,14.41,0.00,0,0.00
2V-LWYR-38TF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,16.48,6.59,0.00,0,0.00
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,157,6,19.10,91.33,0.00,0,0.00
54-N90S-Z2EK,herbal bathing powder,PHRASE,2026-01-22,209,1,15.21,15.21,0.00,0,0.00
54-N90S-Z2EK,herbal bathing powder,BROAD,2026-01-22,2,1,11.66,11.66,0.00,0,0.00
54-N90S-Z2EK,naturacare natural,PHRASE,2026-01-22,504,1,17.76,17.76,0.00,0,0.00
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-01-22,852,12,8.33,77.93,464.40,1,16.78
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-22,55,1,9.59,6.15,0.00,0,0.00
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,293,38,12.84,399.20,1393.21,1,28.65
54-N90S-Z2EK,nalangu maavu,PHRASE,2026-01-22,560,25,11.19,223.89,2137.12,5,10.48
54-N90S-Z2EK,nalangu maavu,EXACT,2026-01-22,188,9,20.00,140.03,516.65,1,27.10
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1044,24,8.00,152.97,1303.45,1,11.74
6A-X1F7-F5Q6,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,1,9.96,9.96,0.00,0,0.00
6A-X1F7-F5Q6,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,52,2,13.70,27.40,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-01-22,56,1,16.37,7.35,0.00,0,0.00
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-01-22,859,8,14.21,93.09,0.00,0,0.00
6A-X1F7-F5Q6,naturacare saffron night gel,PHRASE,2026-01-22,5,1,1.78,1.78,0.00,0,0.00
6A-X1F7-F5Q6,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,33,2,5.51,11.03,0.00,0,0.00
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-01-22,26,4,20.33,60.98,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-01-22,439,8,16.42,107.56,0.00,0,0.00
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-01-22,28,1,18.92,8.49,0.00,0,0.00
abcmalt-200g,abc malt powder,PHRASE,2026-01-22,833,25,14.00,280.04,0.00,0,0.00
abcmalt-200g,abc malt powder,EXACT,2026-01-22,386,9,18.14,126.96,0.00,0,0.00
abcmalt-200g,abc mix powder,PHRASE,2026-01-22,675,1,19.70,19.70,0.00,0,0.00
abcmalt-200g,abc mix powder,EXACT,2026-01-22,395,1,34.99,34.99,0.00,0,0.00
abcmalt-200g,abc powder,EXACT,2026-01-22,102,1,18.48,18.48,0.00,0,0.00
abcmalt-200g,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,127,2,10.08,20.17,0.00,0,0.00
abcmalt-200g,naturacare abc malt powder,EXACT,2026-01-22,112,5,7.54,30.15,0.00,0,0.00
abcmalt-200g,naturacare naturals,PHRASE,2026-01-22,453,8,17.20,112.68,0.00,0,0.00
abcmalt-200g,naturacare naturals,BROAD,2026-01-22,29,1,19.82,8.89,0.00,0,0.00
abcmalt-200g,naturacare naturals abc malt,EXACT,2026-01-22,758,10,27.61,220.91,0.00,0,0.00
abcmalt-200g,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,2,1,8.38,8.38,0.00,0,0.00
AE-3VXL-VU22,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,179,3,15.40,34.99,0.00,0,0.00
AE-3VXL-VU22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,26,3,15.17,34.48,0.00,0,0.00
AE-3VXL-VU22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,1,15.48,7.04,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-01-22,359,3,10.96,30.78,0.00,0,0.00
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-01-22,23,0,12.63,2.43,0.00,0,0.00
CJ-HXDG-X2A4,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,222,3,15.24,34.63,0.00,0,0.00
CJ-HXDG-X2A4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,32,3,15.01,34.12,0.00,0,0.00
CJ-HXDG-X2A4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,1,15.32,6.97,0.00,0,0.00
CO-WC3X-U97N,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,84,1,17.51,7.96,0.00,0,0.00
CO-WC3X-U97N,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,12,1,17.25,7.84,0.00,0,0.00
CO-WC3X-U97N,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,17.61,1.60,0.00,0,0.00
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,78,1,18.21,22.17,0.00,0,0.00
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-22,55,1,11.93,6.12,0.00,0,0.00
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-22,845,9,10.36,77.53,365.34,1,21.22
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,146,10,12.25,96.91,0.00,0,0.00
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,520,6,7.63,37.14,0.00,0,0.00
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,7,1,17.15,7.62,0.00,0,0.00
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,7,0,18.99,4.22,0.00,0,0.00
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,4,0,15.91,3.54,0.00,0,0.00
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,0,22.64,2.52,0.00,0,0.00
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,927,16,17.17,223.26,1324.34,4,16.86
HD001,hair mehndi,EXACT,2026-01-22,21,1,36.18,36.18,0.00,0,0.00
HD001,henna hair dye,BROAD,2026-01-22,9,5,10.88,43.52,0.00,0,0.00
HD001,naturacare hair,PHRASE,2026-01-22,47,15,7.09,85.09,913.35,2,9.32
HD001,naturacare naturals,BROAD,2026-01-22,26,1,7.77,5.98,0.00,0,0.00
HD001,naturacare naturals,PHRASE,2026-01-22,407,14,6.74,75.73,456.68,1,16.58
HD001,naturacare naturals hair dye,EXACT,2026-01-22,198,54,8.01,352.56,4742.90,14,7.43
HD001,laxmi  hair dye,EXACT,2026-01-22,1,1,1.78,1.78,0.00,0,0.00
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,33,6,14.40,72.01,867.68,2,8.30
HD001,natural hair colouring,BROAD,2026-01-22,1,1,15.91,15.91,0.00,0,0.00
HD001,natural hair dye,BROAD,2026-01-22,154,2,20.23,40.47,0.00,0,0.00
HD001,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,146,1,11.18,11.18,0.00,0,0.00
LH-QRXG-BC86,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,8.63,3.45,0.00,0,0.00
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,4,1,17.81,21.37,0.00,0,0.00
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,1,0,24.45,9.78,0.00,0,0.00
LKN-AS-02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,10,3,7.99,17.97,0.00,0,0.00
LKN-AS-02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-22,0,1,14.38,10.79,0.00,0,0.00
LKN-Gummies01,gummy hair growth,EXACT,2026-01-22,3676,6,136.77,683.84,0.00,0,0.00
LKN-Gummies01,naturacare biotin hair gummies,PHRASE,2026-01-22,9,2,21.06,42.11,0.00,0,0.00
